,fc_nuclear,fc_wind,fc_solar_th,hour,thermal_gap,net_exc_power,price
923,6125.5,862.0,854.0,11,17427.6,-500,51.01
924,6125.5,822.0,919.8,12,17347.0,-500,50.6
925,6125.5,879.0,992.6,13,17076.8,-500,49.8
926,6125.5,943.0,969.0,14,15787.1,-500,46.55
927,6125.5,1154.0,1103.7,15,14456.599999999999,-500,43.29
928,6125.5,1462.0,1146.3,16,14201.900000000001,-500,42.7
929,6125.5,1784.0,1132.9,17,15193.7,-500,45.13
930,6125.5,2087.0,606.6,18,17054.7,-500,49.67
931,6125.5,2528.0,388.3,19,19024.8,-500,54.56
932,6125.5,3421.0,148.1,20,20646.4,-500,58.91
933,6125.5,4161.0,107.8,21,19402.7,-500,56.22
934,6125.5,4890.0,2.9,22,15871.6,-500,47.99
935,6125.5,5645.0,8.0,23,13132.5,-500,41.69
936,6125.5,6048.0,2.5,0,11733.0,-1000,42.14
937,6125.5,6545.0,14.8,1,9921.7,-1000,37.92
938,6125.5,6823.0,40.2,2,8751.3,-1000,35.09
939,6125.5,6995.0,7.8,3,8151.700000000001,-1000,33.58
940,6125.5,7421.0,10.0,4,7347.5,-1000,31.74
941,6125.5,7608.0,8.9,5,6978.6,-1000,30.79
942,6125.5,7565.0,10.0,6,7326.5,-1000,31.42
943,6125.5,7343.0,5.5,7,8642.0,-1000,34.27
944,6125.5,7544.0,15.0,8,9263.8,-1000,35.73
945,6125.5,7270.0,27.7,9,9677.3,-1000,36.36
946,6125.5,7060.0,402.4,10,8786.599999999999,-1000,33.88
947,6125.5,7582.0,1221.2,11,6881.5,-1000,29.43
948,6125.5,8166.0,1545.7,12,5654.299999999999,-1000,26.67
949,6125.5,8657.0,1625.0,13,4932.5,-1000,25.07
950,6125.5,8891.0,1807.1,14,4005.0,-1000,22.8
951,6125.5,9184.0,1692.2,15,2461.7999999999993,-1000,19.09
952,6125.5,9416.0,1722.2,16,1696.9000000000015,-1000,17.21
953,6125.5,9563.0,1713.8,17,2411.800000000003,-1000,18.86
954,6125.5,9854.0,1404.0,18,4464.0,-1000,23.85
955,6125.5,10042.0,851.6,19,7382.5999999999985,-1000,30.86
956,6125.5,9971.0,456.1,20,10542.400000000001,-1000,38.29
957,6125.5,9775.0,324.4,21,10926.1,-1000,38.9
958,6125.5,9671.0,256.1,22,9057.4,-1000,34.13
959,6125.5,9950.0,196.3,23,7177.200000000001,-1000,29.59
960,6125.5,10007.0,129.2,0,5772.299999999999,-1000,30.4
961,6125.5,9654.0,69.1,1,5060.4,-1000,28.26
962,6125.5,9515.0,41.1,2,4227.4,-1000,25.97
963,6125.5,9515.0,21.0,3,3661.5,-1000,24.42
964,6125.5,9618.0,31.5,4,3315.0,-1000,23.47
965,6125.5,9792.0,29.0,5,3071.5,-1000,22.81
966,6125.5,9946.0,19.0,6,3188.5,-1000,23.02
967,6125.5,9771.0,14.0,7,3924.5,-1000,24.5
968,6125.5,9742.0,18.8,8,3872.0999999999985,-1000,24.17
969,6125.5,9355.0,57.7,9,4263.5,-1000,24.68
970,6125.5,9029.0,547.6,10,3899.5,-1000,23.39
971,6125.5,8883.0,1427.7,11,2700.2999999999993,-1000,20.19
972,6125.5,9106.0,1714.3,12,2120.5,-1000,18.75
973,6125.5,9271.0,1785.9,13,1882.0,-1000,18.11
974,6125.5,9353.0,1699.1,14,1143.5,-1000,16.19
975,6125.5,9809.0,1786.9,15,-725.9000000000015,-1000,11.8
976,6125.5,10223.0,1848.3,16,-1688.2999999999993,-1000,9.57
977,6125.5,10425.0,1825.0,17,-880.5999999999985,-1000,11.48
978,6125.5,10628.0,1654.4,18,1511.4000000000015,-1000,17.22
979,6125.5,10433.0,1054.6,19,5223.5,-1000,25.9
980,6125.5,10144.0,626.1,20,9066.400000000001,-1000,34.83
981,6125.5,10340.0,374.9,21,9158.599999999999,-1000,35.01
982,6125.5,10307.0,327.0,22,7679.5,-1000,31.23
983,6125.5,10235.0,236.0,23,6537.5,-1000,28.23
984,6125.5,9987.0,126.7,0,5895.799999999999,-500,31.3
985,6125.5,9835.0,104.0,1,5024.5,-500,28.91
986,6125.5,9797.0,61.2,2,3945.2999999999993,-500,26.09
987,6125.5,9583.0,20.4,3,3290.1000000000004,-500,24.17
988,6125.5,9205.0,15.9,4,3367.6000000000004,-500,23.92
989,6125.5,9223.0,15.3,5,3463.2000000000007,-500,23.99
990,6125.5,9103.0,13.7,6,4292.799999999999,-500,25.73
991,6125.5,8898.0,14.0,7,5095.5,-500,27.35
992,6125.5,8557.0,18.3,8,4791.299999999999,-500,26.2
993,6125.5,8045.0,42.6,9,5206.1,-500,26.68
994,6125.5,7611.0,633.7,10,5181.0,-500,26.13
995,6125.5,6773.0,1561.9,11,4150.5,-500,22.88
996,6125.5,6056.0,1919.7,12,4276.699999999997,-500,22.51
997,6125.5,5756.0,1928.6,13,4708.299999999999,-500,23.17
998,6125.5,5603.0,1862.6,14,4645.699999999997,-500,22.73
999,6125.5,5698.0,1898.7,15,3726.2999999999993,-500,20.39
1000,6125.5,6030.0,1947.9,16,2801.800000000003,-500,18.19
1001,6125.5,6178.0,1907.6,17,3522.2999999999993,-500,19.86
1002,6125.5,6146.0,1670.0,18,6556.200000000001,-450,27.06
1003,6125.5,6141.0,978.8,19,10653.9,-450,36.8
1004,6125.5,5893.0,594.8,20,14426.7,-450,45.59
1005,6125.5,6253.0,441.8,21,14464.7,-450,45.75
1006,6125.5,6337.0,416.6,22,12626.9,-450,41.17
1007,6125.5,6279.0,334.7,23,10699.8,-450,36.29
1008,6125.5,6035.0,254.6,0,9661.9,-450,37.79
1009,6125.5,5847.0,192.7,1,8675.8,-500,35.03
1010,6125.5,6230.0,120.2,2,7664.299999999999,-500,32.67
1011,6125.5,6455.0,70.3,3,7160.200000000001,-500,31.42
1012,6125.5,6614.0,98.0,4,7126.5,-500,31.26
1013,6125.5,6686.0,71.5,5,7870.0,-500,32.93
1014,6125.5,6702.0,24.6,6,10255.9,-500,38.53
1015,6125.5,6732.0,18.1,7,13814.4,-450,47.05
1016,6125.5,6481.0,28.1,8,16142.099999999999,-450,52.33
1017,6125.5,5786.0,76.5,9,15961.0,-450,51.23
1018,6125.5,5043.0,676.7,10,14134.0,-450,46.12
1019,6125.5,5631.0,1530.0,11,11598.3,-450,40.19
1020,6125.5,5947.0,1852.1,12,10486.199999999997,-450,37.53
1021,6125.5,6371.0,1848.7,13,9602.3,-450,35.49
1022,6125.5,6562.0,1814.8,14,8714.0,-450,33.29
1023,6125.5,7286.0,1844.8,15,7457.4000000000015,-450,30.56
1024,6125.5,7782.0,1840.3,16,7697.4000000000015,-450,31.3
1025,6125.5,8168.0,1754.2,17,8601.599999999999,-450,33.57
1026,6125.5,8011.0,1481.9,18,10695.0,-450,38.35
1027,6125.5,7528.0,862.6,19,14122.099999999999,-450,46.14
1028,6125.5,6963.0,504.3,20,17822.2,-450,54.53
1029,6125.5,6515.0,341.2,21,17654.3,-450,53.64
1030,6125.5,6284.0,386.6,22,14678.9,-450,46.1
1031,6125.5,6054.0,315.0,23,12819.5,-450,41.27
1032,6125.5,5766.0,154.4,0,11989.1,-450,43.24
1033,6125.5,5890.0,96.6,1,10772.9,-500,40.14
1034,6125.5,6061.0,42.5,2,9847.0,-500,37.83
1035,6125.5,6377.0,53.7,3,9257.8,-500,36.44
1036,6125.5,6430.0,22.2,4,9288.3,-500,36.37
1037,6125.5,6311.0,17.7,5,9668.8,-500,37.03
1038,6125.5,6471.0,15.2,6,11896.3,-500,42.35
1039,6125.5,6758.0,14.2,7,15128.3,-450,50.24
1040,6125.5,7122.0,16.6,8,16263.4,-450,53.06
1041,6125.5,6904.0,49.5,9,15576.7,-450,51.06
1042,6125.5,7098.0,513.9,10,13108.7,-450,45.03
1043,6125.5,7847.0,1354.5,11,10619.8,-450,39.33
1044,6125.5,8598.0,1513.9,12,9198.400000000001,-450,36.21
1045,6125.5,9420.0,1580.5,13,7818.0,-450,33.25
1046,6125.5,10508.0,1661.0,14,6409.200000000001,-450,30.39
1047,6125.5,11159.0,1686.4,15,4869.9000000000015,-450,26.93
1048,6125.5,11200.0,1740.2,16,4876.799999999999,-450,26.79
1049,6125.5,11414.0,1774.1,17,5398.699999999997,-450,28.02
1050,6125.5,11038.0,1576.4,18,7985.5,-450,33.84
1051,6125.5,10331.0,924.0,19,12257.900000000001,-450,43.53
1052,6125.5,9724.0,523.3,20,15857.2,-450,51.65
1053,6125.5,9580.0,400.4,21,15325.1,-450,50.09
1054,6125.5,8859.0,307.1,22,13079.4,-450,43.98
1055,6125.5,7900.0,216.3,23,11693.2,-450,39.8
1056,6125.5,7080.0,122.7,0,11051.8,-450,41.87
1057,6125.5,6497.0,44.4,1,10553.1,-500,40.02
1058,6125.5,6473.0,29.8,2,9810.7,-500,38.03
1059,6125.5,6281.0,24.8,3,9732.7,-500,37.53
1060,6125.5,6151.0,23.0,4,9681.5,-500,37.13
1061,6125.5,6090.0,24.9,5,10272.6,-500,38.34
1062,6125.5,6500.0,18.9,6,12065.6,-500,42.78
1063,6125.5,6534.0,18.1,7,15472.4,-450,50.92
1064,6125.5,6145.0,17.5,8,17151.4,-450,54.54
1065,6125.5,5790.0,70.8,9,16542.5,-450,52.64
1066,6125.5,5508.0,671.6,10,14301.400000000001,-450,46.84
1067,6125.5,6092.0,1502.4,11,11836.2,-450,41.08
1068,6125.5,6488.0,1793.6,12,10780.0,-450,38.6
1069,6125.5,6926.0,1811.1,13,10141.699999999997,-450,37.18
1070,6125.5,7542.0,1735.9,14,8752.599999999999,-450,34.05
1071,6125.5,8398.0,1754.2,15,7137.9000000000015,-450,30.54
1072,6125.5,8856.0,1863.4,16,6960.800000000003,-450,30.24
1073,6125.5,8876.0,1671.8,17,8486.7,-450,33.77
1074,6125.5,8805.0,1330.2,18,10901.0,-450,39.39
1075,6125.5,8470.0,777.5,19,14427.6,-450,47.52
1076,6125.5,8416.0,520.2,20,17353.3,-450,54.39
1077,6125.5,8299.0,294.6,21,16757.9,-450,52.69
1078,6125.5,8111.0,306.7,22,13883.8,-450,45.42
1079,6125.5,7671.0,258.9,23,12065.6,-450,40.54
1080,6125.5,7339.0,161.1,0,10991.4,-450,41.89
1081,6125.5,7033.0,113.4,1,10108.1,-500,39.31
1082,6125.5,6676.0,85.3,2,9632.2,-500,37.73
1083,6125.5,6622.0,35.1,3,9396.4,-500,36.94
1084,6125.5,6630.0,26.4,4,9425.1,-500,36.84
1085,6125.5,6528.0,23.4,5,10040.1,-500,38.07
1086,6125.5,6180.0,21.9,6,12526.6,-500,43.67
1087,6125.5,5847.0,21.6,7,16377.9,-450,52.65
1088,6125.5,5567.0,24.9,8,17931.5,-450,56.04
1089,6125.5,5025.0,50.3,9,17702.800000000003,-450,54.93
1090,6125.5,4590.0,636.1,10,15573.699999999999,-450,49.3
1091,6125.5,4150.0,1479.0,11,14042.7,-450,45.1
1092,6125.5,3635.0,1757.3,12,13422.599999999999,-450,43.06
1093,6125.5,3127.0,1819.6,13,13360.5,-450,42.39
1094,6125.5,2922.0,1742.6,14,12601.5,-450,40.23
1095,6125.5,3006.0,1787.4,15,11883.0,-450,38.37
1096,6125.5,3044.0,1767.7,16,12000.900000000001,-450,38.5
1097,6125.5,2996.0,1616.1,17,13320.1,-450,41.48
1098,6125.5,3081.0,1300.3,18,15738.7,-450,47.21
1099,6125.5,2831.0,883.9,19,19242.1,-500,55.28
1100,6125.5,2411.0,462.9,20,22568.6,-500,62.87
1101,6125.5,2004.0,323.7,21,22337.8,-500,61.86
1102,6125.5,1683.0,267.6,22,19777.9,-500,55.26
1103,6125.5,1517.0,166.6,23,18086.9,-500,50.88
1104,6125.5,1316.0,74.5,0,17121.0,-800,52.22
1105,6125.5,1303.0,40.0,1,15804.5,-800,48.84
1106,6125.5,1516.0,37.5,2,14530.0,-800,45.72
1107,6125.5,1803.0,27.2,3,13841.3,-800,44.06
1108,6125.5,2295.0,26.7,4,13155.8,-800,42.56
1109,6125.5,2553.0,23.2,5,12643.3,-800,41.31
1110,6125.5,2785.0,22.4,6,13038.1,-800,42.24
1111,6125.5,2793.0,21.6,7,14219.9,-800,44.93
1112,6125.5,2829.0,23.7,8,14972.0,-800,46.59
1113,6125.5,2758.0,40.9,9,15301.5,-800,47.16
1114,6125.5,2512.0,524.7,10,14100.699999999999,-800,43.9
1115,6125.5,2351.0,1304.0,11,12310.4,-800,39.26
1116,6125.5,2567.0,1557.2,12,11278.699999999997,-800,36.73
1117,6125.5,2833.0,1499.1,13,10793.3,-800,35.55
1118,6125.5,2844.0,1578.5,14,10057.599999999999,-800,33.6
1119,6125.5,2648.0,1646.2,15,9421.4,-800,31.74
1120,6125.5,2399.0,1621.9,16,9452.5,-800,31.46
1121,6125.5,2021.0,1590.4,17,10805.6,-800,34.3
1122,6125.5,1725.0,1330.2,18,13837.8,-800,41.26
1123,6125.5,1532.0,811.5,19,17278.9,-800,49.28
1124,6125.5,1447.0,362.9,20,20365.6,-800,56.52
1125,6125.5,1272.0,209.8,21,20797.7,-800,57.27
1126,6125.5,1052.0,165.9,22,18966.6,-800,52.51
1127,6125.5,954.0,138.9,23,17353.6,-800,48.35
1128,6125.5,902.0,73.5,0,15865.0,-800,48.9
1129,6125.5,1024.0,32.1,1,14238.4,-800,44.86
1130,6125.5,1083.0,38.8,2,13072.7,-800,41.9
1131,6125.5,1285.0,23.3,3,12351.2,-800,40.11
1132,6125.5,1459.0,24.9,4,11826.6,-800,38.77
1133,6125.5,1546.0,18.0,5,11576.5,-800,38.05
1134,6125.5,1714.0,16.8,6,11769.7,-800,38.45
1135,6125.5,1852.0,8.2,7,12417.3,-800,39.92
1136,6125.5,2045.0,6.6,8,12438.4,-800,39.93
1137,6125.5,2258.0,25.2,9,12150.7,-800,39.19
1138,6125.5,2150.0,379.6,10,11190.0,-800,36.61
1139,6125.5,2310.0,1159.3,11,9669.5,-800,32.84
1140,6125.5,2800.0,1394.7,12,8817.099999999999,-800,30.93
1141,6125.5,2978.0,1432.0,13,8634.8,-800,30.43
1142,6125.5,2913.0,1417.1,14,8937.0,-800,30.93
1143,6125.5,2849.0,1463.8,15,7880.6,-800,28.15
1144,6125.5,2773.0,1488.2,16,7891.799999999999,-800,27.94
1145,6125.5,2734.0,1362.8,17,8872.900000000001,-800,30.11
1146,6125.5,2719.0,1118.1,18,11619.1,-800,36.57
1147,6125.5,2900.0,649.9,19,14791.400000000001,-800,44.19
1148,6125.5,3570.0,304.8,20,17323.7,-800,50.6
1149,6125.5,4198.0,204.0,21,17302.5,-800,50.8
1150,6125.5,4540.0,140.8,22,15386.7,-800,46.21
1151,6125.5,5384.0,113.9,23,12536.6,-800,39.7
1152,6125.5,6218.0,23.4,0,9905.1,-1000,37.84
1153,6125.5,7015.0,21.9,1,7817.6,-1000,33.14
1154,6125.5,7810.0,18.9,2,6406.6,-1000,30.09
1155,6125.5,8221.0,13.0,3,5615.5,-1000,28.27
1156,6125.5,8428.0,13.6,4,5622.9,-1000,28.25
1157,6125.5,8686.0,12.7,5,5994.799999999999,-1000,29.14
1158,6125.5,9100.0,12.6,6,8262.9,-1000,34.73
1159,6125.5,9835.0,11.1,7,11326.4,-1000,42.46
1160,6125.5,10354.0,11.3,8,12947.900000000001,-1000,46.56
1161,6125.5,10926.0,31.4,9,11847.0,-1000,44.1
1162,6125.5,10610.0,375.3,10,10341.099999999999,-1000,40.05
1163,6125.5,10576.0,1029.4,11,8642.7,-1000,35.73
1164,6125.5,11527.0,1111.1,12,7146.0,-1000,32.57
1165,6125.5,13157.0,977.5,13,4801.0999999999985,-1000,27.82
1166,6125.5,13988.0,1002.6,14,3320.0999999999985,-1000,24.62
1167,6125.5,13990.0,852.2,15,2757.5999999999985,-1000,23.08
1168,6125.5,14567.0,795.7,16,2830.4000000000015,-1000,23.46
1169,6125.5,15111.0,555.8,17,4149.300000000003,-1000,26.85
1170,6125.5,15485.0,327.3,18,6013.0999999999985,-1000,31.43
1171,6125.5,15415.0,234.9,19,8368.3,-1000,36.91
1172,6125.5,15236.0,75.8,20,11021.7,-1000,43.03
1173,6125.5,14848.0,4.5,21,10629.0,-1000,41.63
1174,6125.5,14358.0,41.3,22,7724.200000000001,-1000,34.09
1175,6125.5,14241.0,20.4,23,5412.0999999999985,-1000,28.23
1176,6125.5,13842.0,10.5,0,4270.0,-1000,29.37
1177,6125.5,13365.0,33.6,1,3627.9000000000015,-1000,27.31
1178,6125.5,13260.0,22.2,2,2924.2999999999993,-1000,25.36
1179,6125.5,12987.0,22.8,3,2892.7000000000007,-1000,24.91
1180,6125.5,12883.0,22.9,4,3008.5999999999985,-1000,24.94
1181,6125.5,13071.0,12.8,5,3274.7000000000007,-1000,25.53
1182,6125.5,12779.0,17.5,6,5917.0,-1000,31.55
1183,6125.5,13433.0,10.2,7,8848.3,-1000,38.9
1184,6125.5,13341.0,14.9,8,10311.8,-1000,42.2
1185,6125.5,13029.0,16.0,9,11035.8,-1000,43.56
1186,6125.5,13279.0,60.0,10,10498.599999999999,-1000,42.25
1187,6125.5,13490.0,234.4,11,9691.099999999999,-1000,40.25
1188,6125.5,13925.0,213.4,12,9694.900000000001,-1000,40.38
1189,6125.5,14336.0,88.1,13,9295.400000000001,-1000,39.51
1190,6125.5,14208.0,83.9,14,8333.900000000001,-1000,36.91
1191,6125.5,13863.0,60.0,15,7959.9000000000015,-1000,35.59
1192,6125.5,14596.0,75.4,16,7201.9000000000015,-1000,34.07
1193,6125.5,15121.0,50.0,17,7057.5999999999985,-1000,33.9
1194,6125.5,14965.0,17.2,18,7428.4000000000015,-1000,34.51
1195,6125.5,14321.0,4.1,19,10352.0,-1000,40.97
1196,6125.5,14368.0,2.3,20,12765.2,-1000,46.66
1197,6125.5,14298.0,4.3,21,11484.2,-1000,43.33
1198,6125.5,14388.0,7.6,22,7962.9000000000015,-1000,34.69
1199,6125.5,13722.0,8.1,23,6284.4000000000015,-1000,29.99
1200,6125.5,13783.0,8.6,0,4668.9000000000015,-1000,30.3
1201,6125.5,13908.0,10.2,1,3210.2999999999993,-1000,26.67
1202,6125.5,13664.0,12.7,2,2645.7999999999993,-1000,24.96
1203,6125.5,13561.0,11.6,3,2423.9000000000015,-1000,24.17
1204,6125.5,13705.0,12.7,4,2312.7999999999993,-1000,23.82
1205,6125.5,13417.0,12.1,5,2989.4000000000015,-1000,25.08
1206,6125.5,12606.0,8.0,6,5962.5,-1000,31.54
1207,6125.5,11070.0,6.4,7,11072.099999999999,-1000,42.68
1208,6125.5,10006.0,7.4,8,14095.3,-1000,49.1
1209,6125.5,9305.0,9.3,9,14429.0,-1000,49.25
1210,6125.5,8696.0,59.3,10,14033.2,-1000,47.69
1211,6125.5,8748.0,79.9,11,12945.099999999999,-1000,44.91
1212,6125.5,8945.0,96.2,12,12451.599999999999,-1000,43.67
1213,6125.5,9412.0,112.8,13,11680.800000000003,-1000,41.94
1214,6125.5,9856.0,119.5,14,10518.099999999999,-1000,39.25
1215,6125.5,10096.0,153.4,15,9532.900000000001,-1000,36.84
1216,6125.5,9961.0,248.5,16,9599.400000000001,-1000,36.73
1217,6125.5,9160.0,375.6,17,11561.8,-1000,40.75
1218,6125.5,8222.0,232.1,18,13935.099999999999,-1000,45.68
1219,6125.5,7344.0,24.7,19,16981.2,-1000,52.28
1220,6125.5,7026.0,9.8,20,19294.7,-1000,57.48
1221,6125.5,6831.0,6.0,21,18468.5,-1000,55.16
1222,6125.5,6904.0,9.2,22,15112.3,-1000,46.91
1223,6125.5,7093.0,10.0,23,12654.5,-1000,40.91
1224,6125.5,6854.0,9.9,0,11487.6,-1000,42.1
1225,6125.5,6575.0,9.8,1,10451.7,-1000,39.22
1226,6125.5,6813.0,12.5,2,9430.0,-1000,36.73
1227,6125.5,6881.0,11.7,3,8983.8,-1000,35.51
1228,6125.5,6954.0,11.4,4,8890.1,-1000,35.15
1229,6125.5,6584.0,10.2,5,9825.3,-1000,36.98
1230,6125.5,6127.0,8.0,6,12351.5,-1000,42.61
1231,6125.5,5701.0,7.5,7,16367.0,-1000,51.85
1232,6125.5,5716.0,8.5,8,18031.3,-1000,55.71
1233,6125.5,5534.0,10.1,9,18724.6,-1000,57.08
1234,6125.5,5009.0,15.4,10,18892.1,-1000,56.95
1235,6125.5,5065.0,53.4,11,18439.4,-1000,55.71
1236,6125.5,5342.0,70.2,12,18373.0,-1000,55.56
1237,6125.5,5751.0,55.5,13,17490.2,-1000,53.52
1238,6125.5,5973.0,89.4,14,16437.5,-1000,50.94
1239,6125.5,5950.0,81.8,15,15646.0,-1000,48.82
1240,6125.5,5746.0,68.4,16,15763.900000000001,-1000,48.79
1241,6125.5,5723.0,71.6,17,15880.8,-1000,48.87
1242,6125.5,5354.0,47.5,18,16997.4,-1000,51.15
1243,6125.5,5060.0,29.6,19,19440.8,-1000,56.68
1244,6125.5,4695.0,27.5,20,21780.0,-1000,61.91
1245,6125.5,4748.0,24.7,21,20565.8,-1000,58.83
1246,6125.5,4846.0,10.5,22,17213.0,-1000,50.6
1247,6125.5,4610.0,12.6,23,15252.9,-1000,45.51
1248,6125.5,4810.0,10.6,0,13683.9,-1000,46.03
1249,6125.5,4726.0,14.0,1,12542.5,-1000,43.02
1250,6125.5,4925.0,18.6,2,11384.9,-1000,40.18
1251,6125.5,5451.0,12.2,3,10578.3,-1000,38.4
1252,6125.5,5880.0,7.7,4,10046.8,-1000,37.22
1253,6125.5,5876.0,7.6,5,10502.9,-1000,38.14
1254,6125.5,5841.0,7.8,6,12643.7,-1000,43.12
1255,6125.5,6105.0,9.0,7,15853.5,-1000,50.88
1256,6125.5,6065.0,9.2,8,17564.5,-1000,54.82
1257,6125.5,6057.0,9.9,9,17248.4,-1000,53.87
1258,6125.5,5655.0,65.7,10,16403.199999999997,-1000,51.36
1259,6125.5,6328.0,171.6,11,14382.099999999999,-1000,46.75
1260,6125.5,7027.0,297.6,12,13190.599999999999,-1000,44.15
1261,6125.5,7426.0,444.9,13,12270.2,-1000,42.01
1262,6125.5,8184.0,561.5,14,9993.099999999999,-1000,36.83
1263,6125.5,8653.0,655.5,15,8598.7,-1000,33.59
1264,6125.5,8539.0,734.1,16,8991.599999999999,-1000,34.29
1265,6125.5,7870.0,769.4,17,10576.0,-1000,37.48
1266,6125.5,7219.0,608.5,18,13150.9,-1000,43.09
1267,6125.5,6343.0,289.1,19,16599.7,-1000,50.67
1268,6125.5,6663.0,58.9,20,17997.6,-1000,54.09
1269,6125.5,7284.0,23.4,21,16856.1,-1000,51.57
1270,6125.5,7859.0,4.1,22,13605.4,-1000,43.91
1271,6125.5,8230.0,5.5,23,11167.0,-1000,38.08
1272,6125.5,8108.0,9.4,0,9947.1,-1200,38.98
1273,6125.5,8130.0,16.3,1,8598.2,-1200,35.55
1274,6125.5,8182.0,22.0,2,7400.5,-1000,32.74
1275,6125.5,8418.0,26.3,3,6658.200000000001,-1000,30.93
1276,6125.5,8430.0,26.3,4,6411.200000000001,-1000,30.15
1277,6125.5,8224.0,17.2,5,6459.299999999999,-1000,29.95
1278,6125.5,8130.0,11.7,6,7050.799999999999,-1000,31.14
1279,6125.5,8081.0,15.5,7,8440.0,-1000,34.28
1280,6125.5,7908.0,15.5,8,9717.3,-1200,36.83
1281,6125.5,7625.0,26.0,9,10135.4,-1200,37.47
1282,6125.5,6968.0,212.6,10,9767.099999999999,-1200,35.95
1283,6125.5,7230.0,830.4,11,7968.4000000000015,-1200,31.58
1284,6125.5,7764.0,1151.8,12,6347.4000000000015,-1200,27.84
1285,6125.5,8313.0,1102.6,13,5780.5999999999985,-1200,26.66
1286,6125.5,8773.0,1109.0,14,5099.4000000000015,-1200,25.14
1287,6125.5,9184.0,1123.6,15,3403.5999999999985,-1200,21.13
1288,6125.5,9609.0,1229.2,16,2877.9000000000015,-1200,19.96
1289,6125.5,9768.0,1208.6,17,3728.2999999999993,-1200,21.95
1290,6125.5,9510.0,1008.5,18,6239.5,-1200,27.67
1291,6125.5,9605.0,558.2,19,9617.599999999999,-1200,35.74
1292,6125.5,10421.0,185.4,20,11215.099999999999,-1200,39.98
1293,6125.5,11040.0,113.2,21,10696.3,-1200,38.97
1294,6125.5,11423.0,104.8,22,8092.700000000001,-1200,32.74
1295,6125.5,11455.0,88.9,23,6354.5999999999985,-1200,28.38
1296,6125.5,11357.0,8.9,0,4907.5999999999985,-1200,28.99
1297,6125.5,11314.0,36.5,1,3454.0,-1000,25.5
1298,6125.5,11857.0,39.7,2,1868.7999999999993,-1000,21.85
1299,6125.5,11229.0,31.5,2,2561.0,-1000,23.1
1300,6125.5,8132.0,32.5,3,5240.0,-1000,27.3
1301,6125.5,8008.0,32.7,4,5014.799999999999,-1000,26.49
1302,6125.5,7604.0,19.0,5,5068.5,-1000,26.16
1303,6125.5,8273.0,13.5,6,4736.0,-1000,25.63
1304,6125.5,9288.0,7.6,7,5287.9,-1000,27.47
1305,6125.5,12066.0,3.9,8,2303.0,-1000,21.95
1306,6125.5,12645.0,57.8,9,2541.2999999999993,-1000,22.74
1307,6125.5,13281.0,236.4,10,1650.2000000000007,-1000,20.83
1308,6125.5,13897.0,415.3,11,398.3000000000029,-1000,18.04
1309,6125.5,14243.0,519.5,12,-68.79999999999927,-1000,16.96
1310,6125.5,14143.0,536.9,13,137.5,-1000,17.21
1311,6125.5,14556.0,446.0,14,-211.29999999999927,-1000,16.46
1312,6125.5,14383.0,408.3,15,-908.5999999999985,-1000,14.48
1313,6125.5,13894.0,374.9,16,-730.0999999999985,-1000,14.4
1314,6125.5,12917.0,343.8,17,1421.0,-1000,18.76
1315,6125.5,12605.0,207.7,18,4837.700000000001,-1200,26.39
1316,6125.5,11959.0,103.5,19,8127.299999999999,-1200,33.73
1317,6125.5,11657.0,68.9,20,9775.599999999999,-1200,37.34
1318,6125.5,12077.0,54.8,21,8852.7,-1200,35.21
1319,6125.5,11957.0,34.4,22,7130.0999999999985,-1200,30.78
1320,6125.5,11608.0,18.2,23,5602.299999999999,-1200,26.66
1321,6125.5,11539.0,11.0,0,4254.5,-1200,27.53
1322,6125.5,11465.0,11.1,1,3010.4000000000015,-1000,24.53
1323,6125.5,10679.0,8.4,2,2963.0999999999985,-1000,23.7
1324,6125.5,10785.0,8.8,3,2703.7000000000007,-1000,22.96
1325,6125.5,11209.0,11.3,4,2559.2000000000007,-1000,22.72
1326,6125.5,11000.0,9.1,5,3430.4000000000015,-1000,24.5
1327,6125.5,11060.0,8.3,6,6118.200000000001,-1000,30.87
1328,6125.5,11017.0,7.9,7,9460.2,-1200,38.5
1329,6125.5,10774.0,15.0,8,10932.099999999999,-1200,41.72
1330,6125.5,10645.0,125.5,9,10489.3,-1200,40.38
1331,6125.5,11401.0,667.6,10,7924.5,-1200,34.49
1332,6125.5,12145.0,911.2,11,6163.799999999999,-1200,30.55
1333,6125.5,12613.0,1015.9,12,5690.300000000003,-1200,29.54
1334,6125.5,12909.0,1047.4,13,5189.0,-1200,28.35
1335,6125.5,13560.0,1069.7,14,4020.0999999999985,-1200,25.78
1336,6125.5,13398.0,1208.9,15,3548.9000000000015,-1200,24.34
1337,6125.5,12768.0,1114.9,16,5540.0,-1200,28.55
1338,6125.5,11853.0,757.1,17,9289.7,-1200,36.83
1339,6125.5,9906.0,260.3,18,14525.3,-1200,48.01
1340,6125.5,9267.0,178.6,19,16722.9,-1200,52.71
1341,6125.5,9371.0,73.9,20,17265.6,-1200,53.91
1342,6125.5,9410.0,85.0,21,15293.5,-1200,48.99
1343,6125.5,9624.0,47.6,22,12247.9,-1200,41.58
1344,6125.5,9547.0,31.3,23,9993.2,-1200,35.89
1345,6125.5,9795.0,28.6,0,8105.9,-1200,35.67
1346,6125.5,9682.0,33.1,1,6865.4,-1000,32.65
1347,6125.5,9798.0,15.8,2,5992.700000000001,-1000,30.43
